,Age,Income,MonthlyCharge,Tenure,Outage_sec_perweek,Email,Bandwidth_GB_Year,Yearly_equip_failure,PaperlessBilling,Churn,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Area_Suburban,Area_Urban,InternetService_Fiber Optic
2159,86,55836.3,184.9496,5.423869,10.29493,9,1179.381802,0,0,1,1,0,0,1,0,0,1,0,0,0,0
2160,52,7321.37,222.6326,12.09638,8.805561,9,2028.886621,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2161,68,70673.64,117.4686,7.117565,13.65356,9,1133.237154,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2162,89,62998.7,159.9349,6.575242,12.10685,11,727.0646246,1,1,1,0,0,0,0,0,0,0,1,0,1,1
2163,18,60751.35,262.6106,9.951059,13.35871,12,1539.085061,0,0,1,0,0,0,1,1,0,0,0,0,0,1
2164,33,26284.13,210.127,7.890163,13.22236,7,1291.871722,0,0,1,0,0,0,0,0,0,0,1,1,0,1
2166,65,23691.5,247.6647,1.650984,6.488715,14,1328.483312,1,0,1,1,0,0,1,0,0,1,0,1,0,0
2167,86,17274.61,197.4725,5.237873,14.3374,6,1249.287563,1,0,1,1,0,0,0,0,0,0,1,1,0,0
2168,80,52089.36,194.9882,17.13556,14.15632,11,1693.253857,1,1,0,0,0,0,1,0,0,1,0,0,0,1
2169,86,44186.7,162.447,3.708394,16.57893,14,883.6816755,1,1,1,0,0,0,1,0,0,0,0,1,0,0
2172,53,4033.46,197.484,3.523461,8.615047,14,1173.915894,2,0,1,0,0,0,0,0,0,0,1,0,1,0
2176,70,27386.37,202.65,12.43721,11.98767,12,1980.207923,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2178,64,47079.18,207.6094,3.383778,13.7331,11,762.0564475,0,1,1,1,0,0,0,0,0,1,0,0,1,1
2179,44,38310.04,137.4392,4.632153,6.098505,13,945.5166208,1,0,0,1,0,0,1,0,1,0,0,0,0,1
2180,21,35022.32,124.9781,1.900671,8.976742,9,516.253628,0,1,0,0,0,0,1,1,0,0,0,0,1,1
2182,75,72603.49,134.9509,16.04075,12.66401,13,1321.951163,1,1,0,0,0,0,0,0,1,0,0,1,0,1
2183,81,1179.53,202.4433,21.58352,11.14827,13,1988.072662,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2184,27,78989.36,159.9349,10.46977,15.51053,11,1341.803325,1,0,1,0,0,0,0,0,0,0,1,1,0,1
2185,75,36649.03,184.961,11.00764,11.8295,14,1835.301769,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2186,19,65762.88,194.9525,17.55138,11.69911,16,2484.205678,0,1,0,1,0,1,0,0,1,0,0,0,1,0
2187,47,42200.98,174.9581,7.675218,14.23604,16,1515.545459,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2188,81,3456.77,222.6326,8.907101,9.462635,11,1641.698648,0,1,1,0,0,0,0,0,1,0,0,1,0,0
2189,43,9011.25,184.9853,4.275019,10.45334,12,827.7165459,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2190,83,104548.7,117.4872,4.836004,8.692293,11,786.6024394,1,1,1,0,0,0,0,0,0,0,1,1,0,0
2191,22,36224.99,107.482,7.109947,10.34418,13,1245.2646,0,1,0,1,0,1,0,0,0,1,0,1,0,0
2192,59,52409.75,159.9476,17.98438,10.99266,12,2197.871959,2,1,1,1,0,0,0,0,0,0,1,0,1,0
2193,81,42530.46,212.6415,2.918826,9.512708,14,1263.539898,0,0,1,1,0,0,0,1,0,0,0,0,0,0
2194,81,25761.05,162.4538,2.180679,10.5339,12,805.2602253,0,1,1,1,0,0,1,0,0,1,0,0,0,0
2195,26,61145.59,167.4564,2.201845,9.096999,3,482.1944216,1,0,0,0,0,1,0,0,1,0,0,1,0,1
2196,67,91825.37,137.4836,4.418468,12.69755,7,985.5470101,0,1,0,1,0,0,1,0,0,1,0,0,0,0
2198,24,18445.73,245.1457,14.1687,16.79023,14,2031.234186,0,1,1,1,0,0,0,0,1,0,0,0,0,1
2199,82,30801.14,114.9509,4.927273,8.440102,7,1075.114258,1,1,0,0,1,0,0,0,0,1,0,0,1,0
2200,26,45814.19,124.9607,10.7285,9.418504,12,1469.569398,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2201,80,49276.44,172.4742,4.028152,5.081352,11,558.7166007,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2202,89,98189.95,245.147,26.74209,11.03899,15,3121.880615,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2203,19,24364.42,137.4836,4.029419,12.77923,11,1244.250467,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2204,20,18199.63,200.1185,19.68549,9.061046,13,2766.730566,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2205,60,38683.31,194.9744,6.17382,12.90631,14,841.3922748,1,1,0,0,0,0,1,0,0,0,1,1,0,1
2206,86,18593.16,134.9509,3.990716,10.30058,11,411.6028202,1,1,0,1,0,1,0,0,0,1,0,1,0,1
2208,47,16752.3,265.1283,7.394788,13.05828,13,1449.160419,0,0,1,1,0,0,0,0,0,1,0,1,0,1
2209,41,11359.36,104.9643,1.445549,15.39099,9,869.1995017,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2210,41,75769.12,112.4551,8.696181,5.946073,19,737.6363933,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2211,40,51427.43,195.0062,6.840972,10.54611,8,919.5165157,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2214,60,44522.71,92.45514,6.280617,10.27753,14,1106.403216,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2215,61,13622.45,214.9525,7.458443,8.051613,11,931.3751448,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2216,70,26894.86,232.6378,4.465592,10.03504,15,1463.186559,0,1,1,1,0,0,1,0,0,1,0,0,1,0
2218,32,4032.31,182.4676,13.14986,7.144377,13,1515.763354,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2219,28,32731.53,225.1457,25.69631,13.23481,12,3298.322775,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2220,29,33578.92,149.9778,3.089663,7.548639,14,634.9659165,0,0,0,1,0,0,1,0,0,0,1,1,0,1
2221,83,58563.96,144.9607,7.94384,9.182092,8,610.2392527,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2222,73,60432.79,117.4872,13.31739,10.72004,16,1606.689609,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2223,33,9774.33,162.4676,10.57654,11.48171,14,1792.965757,2,0,0,1,0,0,1,0,0,0,1,1,0,0
2224,46,60537.01,182.4433,10.37052,9.320336,12,1772.190486,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2225,66,72382.94,147.4564,3.478065,2.096375,10,889.8305751,0,1,1,1,0,0,0,0,0,1,0,0,1,0
2226,45,24324.5,172.4567,10.36313,9.195938,11,1685.196727,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2227,33,37615.69,242.6326,10.269,17.80133,10,1620.308367,1,0,0,0,0,0,1,0,1,0,0,0,1,1
2229,49,11247.19,129.9621,10.39421,11.11393,9,1776.755229,0,1,0,1,0,1,0,1,0,0,0,1,0,0
2230,59,8233.96,187.6094,10.32825,11.18965,14,1683.120743,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2231,19,48228.96,242.6281,13.85765,15.47441,13,1946.937264,1,1,1,1,0,0,0,0,0,0,1,1,0,1
2232,70,16662.12,172.4404,4.338536,7.201032,12,1230.940963,0,1,1,1,0,1,0,0,0,1,0,0,1,0
2234,74,34422.88,184.9634,2.649474,5.908518,14,1164.574248,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2235,32,25712.78,220.1185,18.5303,7.390473,11,2157.669912,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2236,52,70459.21,235.1372,4.970731,14.7789,10,1450.54664,2,0,1,0,0,0,1,0,0,0,0,0,1,0
2237,58,33109.91,127.482,2.493434,8.727294,13,249.3579815,1,1,0,0,1,1,0,1,0,0,0,0,1,1
2238,44,18086.0,159.983,25.26752,12.92213,9,2351.365618,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2240,76,1476.14,192.4404,4.905018,11.3061,12,782.6217803,0,1,0,1,0,1,0,1,0,0,0,0,1,1
2241,81,52085.92,169.9378,1.198203,10.44399,12,276.5777606,0,1,1,0,0,0,0,0,0,0,1,1,0,1
2242,66,24165.59,210.127,1.366478,7.739305,7,634.6246024,0,1,1,1,0,0,0,0,0,0,0,0,1,1
2243,28,21391.97,207.4754,8.492902,10.66234,10,1653.756383,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2244,83,52417.3,127.4738,5.26283,11.16641,18,993.5285482,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2245,60,44650.63,174.9882,2.734669,5.521606,13,1228.5527,0,1,1,1,0,0,0,0,1,0,0,0,1,0
2248,57,45161.45,190.127,2.548892,13.64856,14,1236.080387,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2249,48,6975.47,149.9741,3.459881,10.50011,14,971.0579616,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2250,47,49799.5,182.497,4.674085,19.50058,9,745.4775132,0,1,1,0,0,0,0,0,1,0,0,0,0,1
2251,77,18868.46,192.4705,27.73225,11.51957,15,2588.510628,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2252,77,80750.15,182.4433,15.13792,7.126864,14,2128.992056,0,1,1,0,1,0,0,0,0,1,0,0,1,0
2253,71,5846.29,139.9349,3.374565,10.3617,16,906.5332012,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2254,74,18527.27,179.9476,6.791156,17.24567,17,797.3327965,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2255,39,15635.66,127.4421,1.703799,8.163008,14,744.427424,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2257,23,33976.92,255.1555,1.4946,8.742106,10,1004.770111,0,0,1,1,0,0,0,0,0,0,1,0,0,1
2259,78,11520.48,169.9447,12.85929,15.30999,9,1303.045672,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2260,64,16359.9,137.4392,12.72079,11.10706,14,1388.786045,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2262,26,41037.45,207.6094,19.98033,8.003539,11,2261.0457,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2263,25,32479.8,182.4676,11.53977,12.1254,11,1453.840704,0,0,0,1,0,0,1,0,1,0,0,0,1,1
2265,21,11075.25,262.6106,10.77918,15.50087,18,1658.673224,0,1,1,0,0,0,0,0,0,0,0,1,0,1
2266,62,17947.55,235.1591,7.667371,7.569971,14,1345.843812,0,0,0,1,0,0,1,1,0,0,0,0,1,1
2267,74,20698.04,277.6513,25.32558,9.71297,19,2914.993204,1,1,0,1,0,1,0,0,0,0,0,0,1,1
2268,22,3109.66,245.1283,16.30451,18.31879,6,2674.664142,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2269,26,16592.25,142.4827,7.80313,7.090931,15,1652.589596,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2271,18,81110.33,139.965,2.977062,11.55219,14,1002.753144,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2272,79,14493.59,235.1372,6.403857,13.49337,14,1588.073926,0,1,1,1,0,0,0,0,0,0,1,0,1,0
2273,81,50836.65,240.1149,15.88923,8.740627,17,2018.432674,3,0,1,1,0,0,0,0,0,1,0,0,1,1
2274,78,79369.7,152.4579,10.91296,9.462517,14,1586.408716,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2275,18,2995.33,270.1604,16.16886,9.331181,3,2657.509636,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2277,51,12076.88,92.45514,17.66747,5.306158,16,1966.502807,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2278,35,81564.77,159.965,5.63873,12.9755,12,843.9673513,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2279,25,28965.25,167.4564,9.307673,9.708487,9,1067.709253,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2280,57,44819.67,219.9902,4.582941,14.67669,11,921.6285886,1,1,0,1,0,1,0,0,0,1,0,0,1,1
2281,82,29906.71,242.6326,7.755991,6.924593,8,1177.660151,0,0,1,1,0,0,0,0,0,0,0,1,0,1
2282,29,14406.17,157.4698,9.557096,9.660222,10,1067.650921,1,1,0,1,0,0,0,0,0,1,0,0,0,1
2283,58,46986.55,149.9778,5.219974,5.711911,13,570.5832494,1,1,0,0,0,0,1,1,0,0,0,0,1,1
2284,60,20029.65,172.4624,18.13802,10.38533,12,1791.953298,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2285,85,64074.31,255.1372,3.935134,10.43098,13,1151.849425,0,0,1,0,0,1,0,1,0,0,0,0,1,1
2287,21,66758.56,164.967,5.596602,8.941573,12,1465.141784,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2288,67,91903.25,104.9781,3.908371,9.877819,11,841.0151958,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2289,43,41398.21,152.4579,1.739449,12.62231,16,949.5030179,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2290,46,53245.7,194.9581,6.002744,12.51589,10,968.2908707,1,1,1,0,0,0,0,0,1,0,0,0,0,1
2291,26,7011.67,162.4526,24.42176,5.255272,11,2471.127552,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2292,47,19387.14,160.0013,3.197618,11.56658,14,499.7241703,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2294,26,113438.3,159.9794,6.981941,5.050186,12,1403.290023,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2295,32,34247.55,210.1051,14.7857,17.74402,11,2230.867361,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2296,81,34411.96,174.9581,9.361841,13.68251,12,1511.485403,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2297,48,28861.44,245.132,8.079294,11.95606,11,1403.556394,0,1,1,1,0,0,1,0,1,0,0,0,1,1
2298,43,31221.21,265.147,9.487121,6.139202,11,1523.207235,0,1,1,1,0,1,0,0,0,0,1,0,1,1
2300,85,7514.44,172.4555,5.111421,10.25643,14,655.4787829,0,1,0,0,1,0,0,0,0,1,0,1,0,1
2301,38,22570.85,245.147,4.770815,11.96338,8,1550.381641,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2302,67,1980.3,202.4433,2.65459,9.299708,13,479.1497047,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2303,55,50428.1,225.1457,13.71891,9.962708,13,2259.182707,1,1,1,0,0,1,0,1,0,0,0,0,1,0
2304,53,34994.57,194.9768,12.69435,7.96371,10,1444.696816,1,1,1,0,0,0,0,0,0,0,0,1,0,1
2306,63,55474.66,117.4872,14.80965,7.473832,10,1844.034359,1,1,0,1,0,0,1,0,0,0,0,0,1,0
2307,29,20821.39,119.9568,13.8206,11.2307,11,2020.782911,1,0,1,1,0,0,0,0,0,1,0,0,1,0
2308,81,2991.27,245.147,2.130946,9.700795,13,1147.794876,0,1,1,1,0,1,0,0,0,0,1,0,0,0
2309,82,22935.07,179.9476,5.885148,13.04796,18,635.2980162,0,1,0,0,0,1,0,0,0,0,1,0,1,1
2312,53,11926.59,257.6375,6.816014,8.06957,14,1799.882577,0,1,1,1,0,0,1,0,1,0,0,0,0,0
2313,49,46256.13,154.9919,7.367806,4.131287,16,1515.049953,1,1,1,1,0,0,0,0,0,0,1,0,1,0
2314,33,56003.0,207.4811,21.08084,9.257301,11,2300.741445,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2315,49,6754.78,134.9509,13.15232,9.73327,16,1201.308416,0,1,0,0,0,1,0,0,0,1,0,0,1,1
2316,43,38691.98,124.9607,1.270546,8.719019,10,792.7917972,0,1,1,0,0,0,1,0,0,0,1,0,1,0
2317,69,14924.39,167.4847,16.56118,5.353483,12,2281.384323,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2320,22,34628.88,159.965,12.82428,10.37097,10,1557.64411,1,1,0,1,0,1,0,1,0,0,0,0,1,1
2322,80,111971.9,149.9483,1.397042,9.527541,12,295.9085258,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2323,60,34515.01,257.6375,14.98386,7.908108,8,2446.187988,0,1,1,1,0,0,0,1,0,0,0,1,0,0
2324,58,9352.62,104.9643,19.75809,13.19755,13,2006.106282,1,1,0,0,0,0,1,0,0,0,1,0,0,0
2326,40,26064.31,255.1198,9.23286,7.160613,12,1903.763394,0,1,1,1,0,0,0,0,0,0,0,1,0,0
2329,40,37475.72,129.9915,4.527648,7.09874,11,1190.326671,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2330,74,23302.39,127.4738,3.99954,10.02228,8,837.2390946,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2331,46,23511.45,204.961,8.133191,13.6576,17,1158.223413,0,1,0,1,0,0,1,0,0,0,0,0,1,1
2332,60,59560.13,245.147,8.970035,7.614454,13,1760.757293,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2333,56,25996.36,149.9928,1.589535,10.12576,11,711.8524934,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2334,55,13814.44,154.9919,7.88215,11.57698,13,1475.953048,0,1,0,1,0,0,1,1,0,0,0,0,1,0
2335,25,39681.63,194.9768,4.244854,4.06907,16,829.6494763,3,0,1,1,0,0,0,0,0,1,0,0,0,1
2336,82,47185.23,217.484,18.65137,14.56169,12,1904.888901,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2339,83,137119.7,162.4713,3.199682,10.2213,9,465.629346,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2340,63,37749.42,159.9349,13.24052,13.5599,10,1389.232023,0,1,1,0,0,0,0,1,0,0,0,0,1,1
2342,38,17758.1,220.1323,1.135161,9.409715,8,731.9309009,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2344,32,5365.64,172.4579,14.76538,14.06327,16,1686.444218,0,1,0,1,0,0,0,1,0,0,0,0,1,1
2345,40,10986.24,195.0062,14.95975,9.270527,7,1646.32071,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2346,45,4280.65,162.4526,8.487326,12.80286,11,1181.038508,1,1,0,1,0,0,1,0,0,1,0,0,0,1
2347,51,10684.8,152.4555,16.25256,11.17461,17,2148.657258,1,1,0,1,0,1,0,0,1,0,0,1,0,0
2348,30,40410.46,139.9349,17.4028,8.4836,11,2221.185633,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2349,42,47987.84,182.447,5.850283,13.99538,14,995.3738841,0,1,1,1,0,0,0,0,1,0,0,0,0,1
2350,75,59885.19,184.9797,20.43277,4.528985,14,2441.738277,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2351,82,60271.58,197.4725,2.763224,5.147124,15,1151.98874,0,0,1,1,0,0,1,1,0,0,0,1,0,0
2352,64,143972.7,265.147,15.73243,12.80754,13,2212.360308,0,1,1,1,0,0,0,1,0,0,0,0,1,1
2353,66,81586.06,159.9476,1.482474,9.204904,9,822.7908952,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2354,55,34844.99,157.4698,3.437502,11.63888,8,419.4107069,0,0,0,1,0,0,0,1,0,0,0,1,0,1
2355,86,143217.5,139.965,17.20502,11.24506,13,2089.469335,0,0,0,1,0,1,0,0,0,0,1,0,1,0
2357,68,15053.56,144.9607,2.225465,15.65819,14,488.6462667,1,1,0,1,0,0,1,0,0,1,0,1,0,1
2358,23,116086.2,172.4441,2.477945,11.98003,16,612.0541917,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2360,53,134691.3,169.9378,20.14176,10.80628,11,1982.143037,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2361,85,15715.88,220.1185,11.14615,10.22095,14,1317.291468,1,1,1,0,0,0,0,0,1,0,0,1,0,1
2362,68,34688.33,127.482,1.5183,7.732668,13,315.1395676,0,0,0,1,0,0,1,1,0,0,0,0,1,1
2363,80,29367.86,164.9647,14.80365,10.45028,17,2031.533699,0,1,1,1,0,0,0,0,0,0,0,1,0,0
2366,29,38009.71,174.9699,1.582585,6.933869,15,950.7410569,1,1,1,0,0,0,0,0,0,1,0,0,1,0
2367,40,27403.44,235.1591,9.38329,11.58268,18,1542.3033,0,1,1,0,0,0,0,0,0,0,1,0,1,1
2368,67,11720.58,222.65,10.85537,10.40504,8,1446.937317,1,1,0,0,0,1,0,0,0,0,1,0,0,1
2369,66,49271.35,220.1149,7.400769,10.51146,13,1553.818731,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2370,36,64284.53,137.4698,6.84336,6.063243,7,1184.335827,0,1,1,0,0,0,1,0,1,0,0,0,0,0
2371,24,46676.42,242.6143,3.290431,15.92158,12,1045.435988,0,1,1,1,0,0,0,0,0,0,1,0,0,1
2372,89,9532.02,192.4885,14.59541,11.31675,12,1493.681751,1,1,0,1,0,0,0,1,0,0,0,0,0,1
2373,89,14428.38,172.4705,8.882682,11.07048,15,1531.239282,0,0,1,1,0,0,1,0,1,0,0,1,0,0
2374,32,90075.68,142.4713,23.16242,10.68049,13,2698.307074,3,0,1,1,0,0,0,0,0,0,1,0,0,0
2375,82,38069.49,149.9483,2.590677,15.77718,10,325.5857485,0,1,0,0,1,0,1,0,0,0,0,0,1,1
2377,19,43839.96,220.1149,9.933523,15.85825,14,1853.873709,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2378,47,38886.05,104.9643,2.992589,13.56065,18,812.2973605,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2379,48,26524.78,179.9794,19.57075,9.395636,11,1939.097667,0,1,1,1,0,0,0,1,0,0,0,0,1,1
2381,67,31935.51,129.9598,7.749595,8.929747,14,1253.992994,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2382,57,47060.9,137.4392,9.713544,10.55112,20,1103.759867,2,0,0,1,0,0,1,0,1,0,0,0,1,1
2384,72,7079.02,139.9349,14.21143,8.082,11,1813.71251,0,1,0,0,1,0,1,0,1,0,0,0,0,0
2385,36,38883.92,172.4567,12.26499,14.67215,6,1757.468385,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2386,44,23066.29,114.9728,2.096411,12.20597,12,293.0174607,0,1,0,0,0,0,0,0,0,1,0,0,1,1
2387,65,30013.52,204.9634,14.76922,10.77215,6,1849.738644,1,1,0,0,0,0,1,1,0,0,0,0,0,1
2388,58,37869.23,107.482,9.388962,9.39907,9,1262.469988,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2389,28,57329.53,172.4742,2.061636,8.079021,14,598.858359,0,1,1,1,0,0,0,1,0,0,0,0,1,1
2390,37,8408.2,179.9656,2.687062,9.40182,13,490.2102038,0,1,0,0,0,0,1,0,1,0,0,0,1,1
2391,26,56488.39,255.1417,1.854011,9.726798,17,881.9915619,0,1,1,1,0,0,0,0,0,0,1,1,0,1
2392,67,30806.08,114.9509,6.233177,7.690569,17,988.8476688,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2393,30,12245.9,225.1457,11.36938,14.36615,9,2257.255977,2,0,1,1,0,0,0,0,0,0,1,1,0,0
2394,20,77894.5,162.497,5.533288,7.663075,9,1400.182241,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2395,39,65472.96,210.1051,10.18679,10.4255,6,1923.446501,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2397,79,5523.04,174.9755,4.348554,10.22727,13,815.588724,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2398,83,6377.91,200.1323,5.494536,6.152569,9,1432.922873,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2399,83,31299.73,157.4836,15.07508,14.61583,14,1279.70353,0,1,0,0,0,1,0,0,0,0,1,1,0,1
2400,54,25584.35,210.127,4.235635,9.807188,17,970.6301192,1,0,1,1,0,0,0,0,1,0,0,0,1,1
2401,34,56693.87,117.4392,4.323297,3.985414,9,1058.643568,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2402,76,24729.42,129.9621,5.792794,8.729509,16,1110.224942,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2404,73,26231.41,152.4798,13.67733,10.31976,8,1427.811261,1,1,0,0,0,1,0,0,0,0,0,1,0,1
2405,63,37853.52,192.4404,1.813049,8.783413,15,571.8948363,1,1,1,1,0,0,0,0,1,0,0,0,0,1
2406,64,58347.69,144.9607,4.867834,7.403382,8,718.2708269,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2409,59,8549.54,187.6094,15.41637,9.461247,12,2147.084163,1,1,1,1,0,0,1,0,0,0,0,0,1,0
2410,19,4200.47,257.6513,3.978662,6.214679,9,1790.477112,1,1,1,1,0,1,0,0,0,1,0,1,0,0
2411,60,3850.53,159.9794,6.452058,8.608975,11,1361.469601,0,0,0,1,0,0,1,0,0,0,1,1,0,0
2413,54,39012.26,159.9656,13.87203,6.566599,13,1702.870167,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2414,70,27755.77,230.1051,15.98627,12.06638,9,1868.995632,0,1,1,1,0,0,0,0,1,0,0,0,1,1
2417,23,47956.52,275.1198,11.63009,7.709204,12,1687.100467,0,1,1,0,1,0,0,0,0,0,0,0,1,1
2418,72,35534.12,184.9634,6.364903,9.942905,8,1352.42705,0,1,1,1,0,0,0,1,0,0,0,0,1,0
2420,31,57226.99,127.482,10.55912,11.07111,7,1064.163449,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2421,43,34508.61,194.9581,11.11794,10.23565,15,1505.877788,0,0,1,1,0,0,0,0,1,0,0,0,1,1
2422,18,43660.61,164.967,2.96972,10.62896,8,1444.44469,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2423,25,8461.71,159.983,6.617173,15.21772,7,916.275075,0,1,0,1,0,0,1,0,0,1,0,0,1,1
2424,65,15264.99,127.4421,3.664542,9.134223,18,963.6972905,2,1,1,1,0,0,0,0,1,0,0,1,0,0
2425,61,78456.37,237.6549,14.10183,9.346821,14,2353.047822,0,1,1,1,0,1,0,0,0,0,0,1,0,0
2426,87,26944.14,112.4551,13.20294,12.94729,11,1038.379263,0,1,0,1,0,1,0,0,0,0,0,0,1,1
2427,62,28435.83,152.4555,13.12966,9.41977,7,1832.163914,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2428,89,64651.67,220.1149,15.07394,7.352338,11,2168.702608,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2429,25,21196.66,179.9476,20.5514,9.520453,11,2023.901526,1,1,1,0,0,1,0,0,0,0,1,0,0,1
2430,61,41959.76,172.4567,1.704751,11.16575,15,964.1421939,0,1,1,0,0,1,0,0,0,1,0,0,0,0
2431,28,29743.38,139.9875,11.13625,14.77223,10,1606.733876,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2432,76,62190.11,159.9794,5.802984,12.13147,15,1163.473611,0,1,0,1,0,0,0,0,0,1,0,0,1,0
2433,34,27766.98,164.9647,7.948145,6.35624,14,1559.056164,1,0,1,1,0,0,0,1,0,0,0,0,0,0
2434,23,30756.71,157.4836,12.0068,11.07762,10,1338.084542,1,1,0,1,0,0,0,0,1,0,0,0,1,1
2435,24,55663.41,200.1185,20.22191,9.871425,10,2643.645671,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2436,54,79846.9,182.4538,1.932155,9.358906,6,552.2795704,0,0,1,1,0,0,0,1,0,0,0,1,0,1
2438,80,44078.45,139.965,5.620998,8.546853,11,1077.685443,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2439,30,64027.82,169.9447,6.446079,8.71185,11,918.6663119,0,0,1,0,0,0,0,1,0,0,0,0,1,1
2440,54,8996.2,184.9785,7.633753,9.355553,4,1227.405249,0,1,0,1,0,0,1,0,1,0,0,0,1,1
2442,26,43467.62,222.6281,2.420905,10.48505,13,1585.087297,0,0,1,1,0,0,0,0,0,1,0,1,0,0
